file_name,transcription,p_scores
036310047.WAV,AE N D SH IY W UH D N AH T HH AE N D HH IH M,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.2 2.0 1.0
036310062.WAV,Y UW T EY K AE N D G OW AE N D L UH K AE T IH T N AW,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036310063.WAV,AY AH M G L AE D T UW S IY Y UW,2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8
036310080.WAV,K AH M W IH DH M IY W IH L Y UW,2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 1.6 2.0 2.0 1.8
036310097.WAV,HH UW IH Z T UW S EY HH AW T UW IH T W AH Z B R AW N,2.0 2.0 2.0 1.8 2.0 1.8 2.0 0.8 2.0 2.0 1.6 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036310098.WAV,L AH V Y AO P EH R AH N T S Y AH NG W AH N Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.2 2.0 2.0 2.0 2.0 1.2 1.8 1.8
036310100.WAV,AE N D SH IY L UH K S AA F T AH DH EY,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036310110.WAV,W AH T P IY P L W EH R IH N DH AH HH AW S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036310116.WAV,W AY SH UH AH L IY OW V ER AE N D OW V ER AH G EY N,2.0 2.0 0.8 0.8 0.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036310120.WAV,Y UW N OW DH AH S EY M AH V M IY,2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.8 2.0 1.8
036310134.WAV,IH T W AH Z AO L DH AH S EY M T UW HH AH,2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
036310148.WAV,DH EH N M IH S B R AW N T ER N D R AW N D IH N HH AH CH EH R,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6
036310159.WAV,T EH L M IY IH Z SH IY W EH L AE N D HH AE P IY,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036310170.WAV,Y UW W IH L K EH R F AO M IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
036310171.WAV,N OW W AH N N OW Z HH UW D AH Z IH T,2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360016.WAV,HH IY L AH V D M IY Y UW S EY,2.0 1.8 2.0 2.0 2.0 1.8 2.0 1.8 2.0 1.8 2.0 1.8
036360027.WAV,B AH T AY N OW AY N OW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360029.WAV,W AY M AY Y UW N AH T K AH M W IH DH M IY,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0
036360032.WAV,AY AH S OW N L IY T W EH N T IY DH EH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360033.WAV,W IH L Y UW K AH M W IH DH M IY AO W AH T,2.0 1.6 1.6 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.6 2.0 2.0
036360034.WAV,SH IY AH S AE T HH OW M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360044.WAV,IH T AH S F R AH M HH AH DH AE T IH T HH AA D IH T S B IY S T T AY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.4 2.0 2.0 2.0 1.6 2.0 2.0 1.6 2.0
036360055.WAV,HH AW K AE N DH EY B IY R AY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
036360061.WAV,D UH Y UW N AH T N OW M AY S T AO R IY,2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360062.WAV,W AY D UH Y UW N AH T G OW HH OW M,2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360071.WAV,AY W UH D W ER K S OW HH AA D T UW G EH T IH T D AH N,2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360106.WAV,Y EH S IH T W AH Z AO L R AY T DH IH S T AY M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360111.WAV,W AH T AH S W IY T S IH NG ER Y UW AH S W EH N Y UW F ER S T K AH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 1.4 2.0 2.0 1.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360114.WAV,W AY DH AE T S AO L W AH N,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360142.WAV,B AH T D UH N AH T K AH M T UW M IY AH G EH N,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
036360151.WAV,AY W IH L T EH L Y UW DH AE T DH EY D AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360154.WAV,EH N IY AH V IH T AH N HH IH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360160.WAV,W EH R W EH R DH EY T UW G OW P L IY Z,2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.6
036360167.WAV,AY OW N L IY T EH L Y UW W AH T AY HH IH AH,2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
036360174.WAV,W IH L Y UW B IY S AH R IY,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
038370004.WAV,AY HH AE V N OW AY D IH AH AH V W AH T DH IH S D AH N,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6
038370013.WAV,Y UW M EY D UH W AH T Y UW L AY K,2.0 1.8 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
038370019.WAV,SH IY D AH Z AO L DH AE T W UH M AH N K AE N,2.0 1.8 2.0 2.0 1.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0
038370045.WAV,AY AH M K Y UW T W IH L IH N,2.0 1.6 2.0 2.0 0.8 1.8 2.0 2.0 2.0 2.0 2.0 2.0
038370052.WAV,Y EH S DH AE T IH Z R AY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
038370056.WAV,SH IY W IH CH IH Z T UW P L IY Z Y UW,2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 1.6 1.6 2.0 1.8
038370060.WAV,W EH R T UW F AY N D HH IH M,2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 1.8 2.0
038370061.WAV,HH AE V S AH M B AH N AA N AH Z P L IY Z,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.6
038370068.WAV,W AY HH AE V Y UW D AH N AO L DH IH S F AO M IY,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
038370070.WAV,HH IY W UH D HH AE V N OW R OW,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
038370081.WAV,Y UW N OW W AH T AY D UH,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
038370097.WAV,B AH T W AH Z DH IH S AO L,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0
038370105.WAV,T EY K IH T AE N D G OW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
038370107.WAV,W IH L Y UW L AH N CH W IH DH M IY,2.0 2.0 1.6 2.0 1.8 2.0 1.4 2.0 2.0 2.0 2.0 1.8 2.0 2.0
038370128.WAV,IH T IH Z N AH T T UW B IY D AH N,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 1.6 1.6
038370142.WAV,W AH T S W IH L OW N L IY B IY TH R IY M AH N TH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.6 2.0 2.0 2.0 1.2 1.6 1.8
038370153.WAV,HH IY L UH K AH P W IH TH AH N AY D IH AH IH N HH IH Z AY Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.4 2.0 1.6
038370160.WAV,Y EH S DH AE T M EY B IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
038370167.WAV,B AH T G OW AH N AE N D L EH T M IY HH IH AH Y UW,2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8
038370170.WAV,T EH L M IY AA F T AH W AH T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
040050015.WAV,AY TH AO T HH IY W AH Z AH B R IH L IH AH N T M AE N,2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
040050041.WAV,AH S IH V L S Y UW T AH G EH N S T DH AH K AW N T IY IH Z AO L S OW AH P AH S AH B IH L AH T IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0
040050060.WAV,IH N S P IH AH IH CH UW AH L T ER M Z IH T W AH Z AH P R IH V AH L IH JH,2.0 2.0 2.0 2.0 1.2 1.2 2.0 2.0 1.6 1.6 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.4 2.0 2.0 2.0
040050071.WAV,DH AE T S V EH R IY IH M P AO R T N T T UW M IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.8 2.0 1.8
040050094.WAV,N OW N IY D T UW G IH V DH AH AA N S AH Z DH EH N,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.6 1.6 1.6 1.2 2.0 2.0 1.6 2.0 1.6 2.0 1.6 2.0
040050107.WAV,S IH K Y UH AH AH T IY AH R AW N D DH AH HH OW T EH L IH Z T AY T,2.0 2.0 2.0 1.6 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.2 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.6 2.0
040050110.WAV,AO L DH OW HH IY HH AE D OW N L IY AH,2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
040050125.WAV,F AY N L R EY S AH V DH AH S IY Z N T AH D EY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
040050142.WAV,W IY AA DH AH B IH G IH N IH NG AH V N EH K S T Y IH AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.4 2.0 1.6 2.0 2.0
040050180.WAV,AY L AE K DH AH AH B IH L AH T IY T UW G R AA S P DH AH K AA N S EH P T AH V T AY M,2.0 2.0 2.0 2.0 1.6 2.0 1.6 1.6 1.6 1.6 1.6 1.6 1.6 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.2 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
040050183.WAV,AY N IY D T UW B IY L AH V D,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.8
040050203.WAV,AY HH AE V T UW L IH V W IH DH M IY,2.0 2.0 2.0 1.4 2.0 1.8 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.8
040050205.WAV,B AH T DH EH N Y UW K UH D B IY IH N JH EY L,1.2 1.2 1.2 2.0 1.6 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
040050255.WAV,AY W AA N T T UW S IY Y UW M AE N,2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0
040050264.WAV,DH AE T IH Z DH AH L AA S T T AY M,2.0 2.0 2.0 2.0 2.0 1.0 1.6 1.6 2.0 2.0 1.8 2.0 2.0 2.0
040050271.WAV,T UW L EY T T UW G OW T UW DH AH S T AO R,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
040050281.WAV,AY K AE N HH EH L P Y UW W IH DH DH AH W EY T L AH S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.4 2.0 2.0 2.0 2.0 1.8 2.0 1.6 2.0
040050295.WAV,W AY AA Y UW G OW IH NG T UW G EH T W AH N,2.0 2.0 1.2 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0
040050306.WAV,AY W AH Z G R EY T F L T UW HH ER,2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
040050358.WAV,B IH K AH Z AY K AE N K IY P Y UW S EY F,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050150021.WAV,DH EY M AH S T HH AE V D AH N IH T F AO F AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.2 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050150024.WAV,HH IY W AH Z AH F R EY D T UW N OW HH IH Z W AH Z AH L OW N,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 1.4 2.0
050150028.WAV,S OW W ER DH AH AH DH ER Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6
050150041.WAV,W IY W IH L T AO K AH B AW T DH AH M AE T ER M AO R S AH M AH DH ER T AY M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050150069.WAV,AY M G L AE D T UW M IY T Y UW,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8
050150070.WAV,AY N OW N AH TH IH NG AH V DH IY Z S T AO R IH Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0 2.0 2.0 2.0 1.8
050150091.WAV,HH IY K UH D N AH T S IY DH AE T T UW HH ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
050150093.WAV,SH IY S ER T N L IY N IY D Z Y UW M AH CH M AO R DH AE N AY D UH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 1.8
050150108.WAV,SH AH L W IY N AH T HH AE V DH AH M T ER N D AW T,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
050150116.WAV,B AH T AE Z IH T W AH Z TH IH NG Z S UW N R AY T DH AH M S EH L V Z,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 1.8 2.0 1.6 2.0 1.6 1.6 1.6 2.0 2.0 2.0 2.0 2.0 2.0 0.8 1.4
050150125.WAV,HH IY W AH Z L EY T DH IH S M AO R N IH NG T UW,2.0 2.0 2.0 2.0 1.8 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050150129.WAV,Y UW D OW N T HH AE V T UW T EH L,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
050150142.WAV,SH IY K UH D HH AE V D AH N S OW,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 2.0
050150145.WAV,Y UW AA R HH IH Z B EH S T F R EH N D,2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0
050150159.WAV,AY M AH S T T EH L Y UW M AO R,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
050150163.WAV,AY N EH V ER K UH D T EH L,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050150165.WAV,M AH CH M AO R DH AE N S IH S T ER,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0
050150170.WAV,AY K UH D N AH T HH EH L P T EH L IH NG HH ER DH EH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050150173.WAV,Y UW M AH S T D UH DH AH B EH S T Y UW K AE N F AO M IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
050150175.WAV,AY M AH S T B IY HH IH AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6
050170001.WAV,AE Z F AO Y UW Y UW M AH S T K AH M,2.0 1.8 2.0 1.6 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170002.WAV,B AH T AY D OW N T K EH R T UW T EY K T AO K AH B AW T DH AE T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170005.WAV,N AH TH IH NG HH IH AH IH Z R IH AH L IY HH IH Z,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
050170051.WAV,AY AA S K N OW M AO R DH AE N DH AE T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170092.WAV,DH AE T M AH S T B IY R AY T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170099.WAV,M AY S AH NG M AY S AH NG AE N D AO L DH AE T,2.0 2.0 2.0 0.0 0.4 2.0 2.0 2.0 0.0 0.4 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170100.WAV,AY S AO IH T N AH T,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0
050170101.WAV,AY S AO HH IH M T AH D EY F AO DH AH F ER S T T AY M,2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170102.WAV,B AH T Y UW M AH S T N AH T T EH L M IY AY S EY Y UW,2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 2.0 2.0
050170113.WAV,AY W AH SH AY K UH D G EH T W EH L F AH S T AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0
050170117.WAV,AH V K AO R S AY K UH D D UH N AH TH IH NG,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170123.WAV,Y UW N OW Y UW M AH S T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170129.WAV,W IY M AH S T T UW HH AW S,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0
050170131.WAV,L IY V IH T W EH R IH T S IH T S AE N D B IH G IH N AH B AW T Y AO R S EH L F,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 1.6 2.0 0.8 0.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
050170132.WAV,N OW SH IY M AH S T JH AH S T W EY T AE N D S IY W AH T W UH D HH AE P AH N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.0 2.0 2.0 2.0 2.0 0.8 1.6 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170136.WAV,W AY K UH D SH IY N AH T W EH T,2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0
050170145.WAV,HH IY K UH D HH IH AH N OW M AO R DH AE N B IH F AO,2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170151.WAV,DH EH R W AH Z N AH TH IH NG AH N D ER DH AH ER TH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 0.4 2.0
050170154.WAV,AY S IY N AH TH IH NG T UW B IY G L AE D AH B AW T,2.0 2.0 1.6 2.0 1.6 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050170165.WAV,DH EH R W AH Z N OW W AH N EH L S K W AY T L AY K HH IH AH,2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.4 0.4
050290009.WAV,N AW W IY HH AE V D AH N W IH DH DH AH S AH B JH EH K T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 0.8 2.0
050290028.WAV,B AH T DH AE T W IH L B IH K AH M AH V M IY P UH AH AE N D AH L OW N,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 1.6 2.0
050290038.WAV,AE N D W AH T HH IY M OW S T L AY K D UH W IH L B IY,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.2 1.2 2.0 2.0 2.0 2.0 1.8
050290042.WAV,B AH T SH IY S AO IH T D IH F R AH N T,2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
050290060.WAV,M AH S T IH T P L EY EH N IY M AO D IH S AA F T AH N UW N,2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050290062.WAV,AW ER P UH AH L IH T L S IH S T AH IH Z L AH S T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050290068.WAV,HH UW EH L S W AH Z DH EH R D UH T UW D UH IH T,2.0 2.0 2.0 0.8 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 1.8 2.0 2.0
050290079.WAV,AY SH UH D L AY K DH AE T B EH T AH,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0
050290087.WAV,W AH T AH P L EY S T UW L IH V IH N D IH S L AH N D AH N IH N W IH N T ER,2.0 1.8 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050290120.WAV,AO L AA F T AH N UW N N AH TH IH NG HH AE P AH N D,2.0 2.0 2.0 2.0 2.0 2.0 1.2 0.8 0.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.6 2.0 2.0 2.0
050290126.WAV,S OW SH IY AA S K T M IY W AH T AY K UH D D UH,2.0 2.0 1.6 1.8 2.0 2.0 2.0 1.6 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8
050290129.WAV,W AH N AH V DH EH M M AH S T G IH V W EY,2.0 1.2 2.0 2.0 1.8 2.0 1.6 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050290132.WAV,W AH T W UH D SH IY D UH EH L S B AH T L AH V HH IH M,2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
050290136.WAV,B AH T DH EH R W AH Z N AH TH IH NG L EH F T,2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 1.8 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
